flip_angle_(fraction_of_nominal),rf_phase_(deg),extension_of_base_TR_(ms),extension_of_base_TE_(ms)
0.588429,0.000000,1.97,0.00
0.584571,0.000000,1.95,0.00
0.580571,0.000000,1.92,0.00
0.576429,0.000000,1.89,0.00
0.572143,0.000000,1.86,0.00
0.567857,0.000000,1.82,0.00
0.563286,0.000000,1.79,0.00
0.558714,0.000000,1.75,0.00
0.553857,0.000000,1.72,0.00
0.549000,0.000000,1.68,0.00
0.544000,0.000000,1.65,0.00
0.539000,0.000000,1.61,0.00
0.533714,0.000000,1.58,0.00
0.528429,0.000000,1.54,0.00
0.523000,0.000000,1.51,0.00
0.517429,0.000000,1.48,0.00
0.511714,0.000000,1.44,0.00
0.506000,0.000000,1.40,0.00
0.500000,0.000000,1.36,0.00
0.494143,0.000000,1.33,0.00
0.488000,0.000000,1.29,0.00
0.481857,0.000000,1.25,0.00
0.475429,0.000000,1.22,0.00
0.469143,0.000000,1.19,0.00
0.462571,0.000000,1.15,0.00
0.456000,0.000000,1.12,0.00
0.449286,0.000000,1.10,0.00
0.442571,0.000000,1.07,0.00
0.435714,0.000000,1.05,0.00
0.428714,0.000000,1.03,0.00
0.421714,0.000000,1.01,0.00
0.414571,0.000000,1.00,0.00
0.407286,0.000000,0.98,0.00
0.400000,0.000000,0.97,0.00
0.392571,0.000000,0.96,0.00
0.385143,0.000000,0.95,0.00
0.377571,0.000000,0.94,0.00
0.370000,0.000000,0.92,0.00
0.362286,0.000000,0.91,0.00
0.354571,0.000000,0.89,0.00
0.346714,0.000000,0.88,0.00
0.338857,0.000000,0.86,0.00
0.330857,0.000000,0.84,0.00
0.322857,0.000000,0.82,0.00
0.314714,0.000000,0.80,0.00
0.306571,0.000000,0.78,0.00
0.298429,0.000000,0.76,0.00
0.290143,0.000000,0.74,0.00
0.281714,0.000000,0.72,0.00
0.273429,0.000000,0.70,0.00
0.265000,0.000000,0.69,0.00
0.256571,0.000000,0.67,0.00
0.248000,0.000000,0.66,0.00
0.239429,0.000000,0.64,0.00
0.230857,0.000000,0.63,0.00
0.222143,0.000000,0.63,0.00
0.213571,0.000000,0.62,0.00
0.204857,0.000000,0.62,0.00
0.196143,0.000000,0.62,0.00
0.187286,0.000000,0.63,0.00
0.178571,0.000000,0.64,0.00
0.169714,0.000000,0.65,0.00
0.160857,0.000000,0.66,0.00
0.152000,0.000000,0.67,0.00
0.143000,0.000000,0.69,0.00
0.134143,0.000000,0.70,0.00
0.125143,0.000000,0.71,0.00
0.116286,0.000000,0.73,0.00
0.107286,0.000000,0.74,0.00
0.098286,0.000000,0.76,0.00
0.089429,0.000000,0.77,0.00
0.080429,0.000000,0.79,0.00
0.071429,0.000000,0.81,0.00
0.000000,0.000000,0.83,0.00
0.000000,0.000000,0.85,0.00
0.000000,0.000000,0.87,0.00
0.000000,0.000000,0.90,0.00
0.000000,0.000000,0.92,0.00
0.000000,0.000000,0.94,0.00
0.000000,0.000000,0.97,0.00
0.000000,0.000000,0.99,0.00
0.000000,0.000000,1.01,0.00
0.000000,0.000000,1.03,0.00
0.000000,0.000000,1.05,0.00
0.076429,0.000000,1.08,0.00
0.081286,0.000000,1.10,0.00
0.086286,0.000000,1.12,0.00
0.091143,0.000000,1.14,0.00
0.096143,0.000000,1.17,0.00
0.101000,0.000000,1.19,0.00
0.105857,0.000000,1.22,0.00
0.110857,0.000000,1.25,0.00
0.115714,0.000000,1.28,0.00
0.120571,0.000000,1.31,0.00
0.125429,0.000000,1.34,0.00
0.130286,0.000000,1.37,0.00
0.135143,0.000000,1.40,0.00
0.140000,0.000000,1.43,0.00
0.144857,0.000000,1.46,0.00
0.149571,0.000000,1.49,0.00
0.154429,0.000000,1.52,0.00
0.159143,0.000000,1.54,0.00
0.163857,0.000000,1.57,0.00
0.168571,0.000000,1.59,0.00
0.173286,0.000000,1.61,0.00
0.177857,0.000000,1.63,0.00
0.182571,0.000000,1.64,0.00
0.187143,0.000000,1.65,0.00
0.191714,0.000000,1.66,0.00
0.196286,0.000000,1.66,0.00
0.200714,0.000000,1.67,0.00
0.205286,0.000000,1.67,0.00
0.209714,0.000000,1.67,0.00
0.214143,0.000000,1.67,0.00
0.218429,0.000000,1.67,0.00
0.222857,0.000000,1.67,0.00
0.227143,0.000000,1.67,0.00
0.231429,0.000000,1.66,0.00
0.235571,0.000000,1.66,0.00
0.239857,0.000000,1.66,0.00
0.244000,0.000000,1.66,0.00
0.248143,0.000000,1.65,0.00
0.252143,0.000000,1.65,0.00
0.256143,0.000000,1.65,0.00
0.260143,0.000000,1.65,0.00
0.264000,0.000000,1.64,0.00
0.268000,0.000000,1.64,0.00
0.271714,0.000000,1.64,0.00
0.275571,0.000000,1.64,0.00
0.279286,0.000000,1.64,0.00
0.283000,0.000000,1.63,0.00
0.286571,0.000000,1.63,0.00
0.290143,0.000000,1.63,0.00
0.293714,0.000000,1.63,0.00
0.297143,0.000000,1.62,0.00
0.300571,0.000000,1.62,0.00
0.303857,0.000000,1.61,0.00
0.307143,0.000000,1.61,0.00
0.310429,0.000000,1.60,0.00
0.313571,0.000000,1.59,0.00
0.316714,0.000000,1.58,0.00
0.319714,0.000000,1.57,0.00
0.322714,0.000000,1.56,0.00
0.325714,0.000000,1.55,0.00
0.328571,0.000000,1.55,0.00
0.331429,0.000000,1.54,0.00
0.334143,0.000000,1.53,0.00
0.336857,0.000000,1.52,0.00
0.339429,0.000000,1.51,0.00
0.342000,0.000000,1.50,0.00
0.344429,0.000000,1.49,0.00
0.346857,0.000000,1.49,0.00
0.349143,0.000000,1.48,0.00
0.351429,0.000000,1.47,0.00
0.353714,0.000000,1.47,0.00
0.355857,0.000000,1.47,0.00
0.357857,0.000000,1.46,0.00
0.359857,0.000000,1.46,0.00
0.361857,0.000000,1.46,0.00
0.363714,0.000000,1.46,0.00
0.365429,0.000000,1.46,0.00
0.367143,0.000000,1.45,0.00
0.368714,0.000000,1.45,0.00
0.370286,0.000000,1.45,0.00
0.371857,0.000000,1.45,0.00
0.373286,0.000000,1.45,0.00
0.374571,0.000000,1.45,0.00
0.375857,0.000000,1.45,0.00
0.377000,0.000000,1.45,0.00
0.378143,0.000000,1.45,0.00
0.379143,0.000000,1.46,0.00
0.380143,0.000000,1.47,0.00
0.381000,0.000000,1.48,0.00
0.381857,0.000000,1.49,0.00
0.382571,0.000000,1.50,0.00
0.383286,0.000000,1.51,0.00
0.383857,0.000000,1.52,0.00
0.384286,0.000000,1.53,0.00
0.384714,0.000000,1.54,0.00
0.385143,0.000000,1.55,0.00
0.385429,0.000000,1.56,0.00
0.385571,0.000000,1.56,0.00
0.385714,0.000000,1.57,0.00
0.385714,0.000000,1.58,0.00
0.385714,0.000000,1.58,0.00
0.385571,0.000000,1.59,0.00
0.385429,0.000000,1.59,0.00
0.385143,0.000000,1.60,0.00
0.384714,0.000000,1.61,0.00
0.384286,0.000000,1.62,0.00
0.383857,0.000000,1.62,0.00
0.383286,0.000000,1.63,0.00
0.382571,0.000000,1.64,0.00
0.381857,0.000000,1.65,0.00
0.381000,0.000000,1.65,0.00
0.380143,0.000000,1.66,0.00
0.379143,0.000000,1.67,0.00
0.378143,0.000000,1.68,0.00
0.377000,0.000000,1.69,0.00
0.375857,0.000000,1.69,0.00
0.374571,0.000000,1.70,0.00
0.373286,0.000000,1.71,0.00
0.371857,0.000000,1.73,0.00
0.370286,0.000000,1.74,0.00
0.368714,0.000000,1.76,0.00
0.367143,0.000000,1.78,0.00
0.365429,0.000000,1.80,0.00
0.363714,0.000000,1.82,0.00
0.361857,0.000000,1.84,0.00
0.359857,0.000000,1.85,0.00
0.357857,0.000000,1.87,0.00
0.355857,0.000000,1.89,0.00
0.353714,0.000000,1.91,0.00
0.351429,0.000000,1.93,0.00
0.349143,0.000000,1.94,0.00
0.346857,0.000000,1.96,0.00
0.344429,0.000000,1.97,0.00
0.342000,0.000000,1.99,0.00
0.339429,0.000000,2.00,0.00
0.336857,0.000000,2.01,0.00
0.334143,0.000000,2.03,0.00
0.331429,0.000000,2.04,0.00
0.328571,0.000000,2.05,0.00
0.325714,0.000000,2.07,0.00
0.322714,0.000000,2.08,0.00
0.319714,0.000000,2.10,0.00
0.316714,0.000000,2.11,0.00
0.313571,0.000000,2.13,0.00
0.310429,0.000000,2.15,0.00
0.307143,0.000000,2.16,0.00
0.303857,0.000000,2.17,0.00
0.300571,0.000000,2.19,0.00
0.297143,0.000000,2.20,0.00
0.293714,0.000000,2.20,0.00
0.290143,0.000000,2.21,0.00
0.286571,0.000000,2.21,0.00
0.283000,0.000000,2.22,0.00
0.279286,0.000000,2.22,0.00
0.275571,0.000000,2.22,0.00
0.271714,0.000000,2.22,0.00
0.268000,0.000000,2.22,0.00
0.264000,0.000000,2.22,0.00
0.260143,0.000000,2.22,0.00
0.256143,0.000000,2.22,0.00
0.252143,0.000000,2.22,0.00
